"STRING_ID","Gene_Symbol","Degree","Betweenness","Closeness"
"9606.ENSP00000445122","HSD3B2",12,114.992128325363,0.00568181818181818
"9606.ENSP00000237612","ABCG2",11,191.787476933084,0.0072992700729927
"9606.ENSP00000478255","ABCB1",11,186.995522412882,0.00719424460431655
"9606.ENSP00000426083","ADH1C",10,50.2871307196859,0.00555555555555556
"9606.ENSP00000296327","SLC51A",8,327.892897929273,0.00740740740740741
"9606.ENSP00000303174","UGT1A6",8,58.7030657459562,0.00680272108843537
"9606.ENSP00000346768","UGT1A9",8,61.3405056287484,0.00602409638554217
"9606.ENSP00000418532","UGT1A3",8,49.465411514223,0.00675675675675676
"9606.ENSP00000016913","MS4A12",7,319.827380952381,0.00588235294117647
"9606.ENSP00000261769","CDH1",7,184.465769037289,0.00689655172413793
"9606.ENSP00000379701","HNF4G",7,478.840301695098,0.00757575757575758
