"ID","Description","GeneRatio","BgRatio","RichFactor","FoldEnrichment","zScore","pvalue","p.adjust","qvalue","geneID","Count"
"GO:0062023","collagen-containing extracellular matrix","48/439","432/19880",0.111111111111111,5.03163756011136,12.7308121493998,2.15731962143452e-20,7.63691145987821e-18,6.5855020022738e-18,"COL18A1/SERPINA1/GREM1/SLPI/MXRA5/PF4/CTSZ/MMP9/EGFL6/GDF15/WNT5A/CLC/COL4A1/COL7A1/CTHRC1/LOXL1/SFRP2/MMP2/AGT/MGP/TIMP1/CCN2/COL15A1/PXDN/COL5A2/IGFBP7/SULF1/ANXA1/SERPINA3/SPARC/AEBP1/BGN/MMRN1/SERPING1/TNC/HTRA1/S100A4/THBS2/TGFB1I1/COL1A2/LUM/LAMB2/COL6A3/PCOLCE/F3/S100A8/CCN1/S100A9",48
"GO:0005788","endoplasmic reticulum lumen","30/439","315/19880",0.0952380952380952,4.31283219438117,8.90604767542315,1.9729644044131e-11,3.49214699581119e-09,3.01136672252526e-09,"COL18A1/SERPINA1/SELENOM/MZB1/CTSZ/WNT5A/COL4A1/COL7A1/GPX7/APOL1/PTGS2/CHRDL1/TIMP1/SPP1/COL15A1/COL5A2/IGFBP7/PLAUR/FKBP10/EOGT/ERO1A/SERPING1/TNC/COL1A2/LAMB2/COL6A3/IL6/IGFBP5/RCN1/CCN1",30
"GO:0060205","cytoplasmic vesicle lumen","26/439","329/19880",0.0790273556231003,3.57873309746523,7.08745121165515,2.27167871876563e-08,2.13849947871377e-06,1.84408221476953e-06,"OLFM4/DEFA5/SERPINA1/SLPI/S100P/PF4/CTSZ/SERPINB3/GZMB/LCN2/TCN1/S100A12/TIMP1/PCSK1/SERPINA3/SPARC/CXCL1/ARHGAP9/MMRN1/SERPING1/SERPINI1/CHI3L1/S100A8/MNDA/FGR/S100A9",26
"GO:0031983","vesicle lumen","26/439","330/19880",0.0787878787878788,3.56788845171533,7.06854407132866,2.41638359176697e-08,2.13849947871377e-06,1.84408221476953e-06,"OLFM4/DEFA5/SERPINA1/SLPI/S100P/PF4/CTSZ/SERPINB3/GZMB/LCN2/TCN1/S100A12/TIMP1/PCSK1/SERPINA3/SPARC/CXCL1/ARHGAP9/MMRN1/SERPING1/SERPINI1/CHI3L1/S100A8/MNDA/FGR/S100A9",26
"GO:0034774","secretory granule lumen","25/439","324/19880",0.0771604938271605,3.49419275007734,6.80193895806523,6.77156806640719e-08,4.79427019101629e-06,4.13422050370123e-06,"OLFM4/DEFA5/SERPINA1/SLPI/S100P/PF4/CTSZ/SERPINB3/LCN2/TCN1/S100A12/TIMP1/PCSK1/SERPINA3/SPARC/CXCL1/ARHGAP9/MMRN1/SERPING1/SERPINI1/CHI3L1/S100A8/MNDA/FGR/S100A9",25
"GO:0005604","basement membrane","12/439","97/19880",0.123711340206186,5.60223563393843,6.82776978222241,1.51378903663124e-06,8.93135531612431e-05,7.70173369514139e-05,"COL18A1/EGFL6/COL4A1/COL7A1/LOXL1/TIMP1/COL15A1/PXDN/SPARC/TNC/THBS2/LAMB2",12
"GO:0030667","secretory granule membrane","22/439","322/19880",0.0683229813664596,3.0939883133604,5.69259379834615,3.16919178547741e-06,0.000160270556008429,0.000138205356058413,"CD93/LILRB2/LPCAT1/RAB31/ABCA12/TCIRG1/DMBT1/VNN1/PLA1A/CAV2/CAV1/SPARC/PLAUR/SELL/FCGR3B/LAMP3/STOM/TNFRSF1B/PECAM1/CXCR2/CD55/SELP",22
"GO:0031091","platelet alpha granule","10/439","91/19880",0.10989010989011,4.97634483967058,5.71298441535196,3.24416020082799e-05,0.00136395213945578,0.00117617044437162,"SERPINA1/PF4/TIMP1/SERPINA3/SPARC/MMRN1/SERPING1/PECAM1/THBS2/SELP",10
"GO:0043020","NADPH oxidase complex","5/439","18/19880",0.277777777777778,12.5790939002784,7.38532423045846,3.46767493081978e-05,0.00136395213945578,0.00117617044437162,"DUOX2/NCF1B/NCF1C/NCF2/NCF1",5
"GO:0031528","microvillus membrane","6/439","33/19880",0.181818181818182,8.23358873472769,6.24933168065219,7.48332226643518e-05,0.00250931200068307,0.00216384323579569,"SLC7A11/S100P/SLC7A5/PODXL/PDPN/SYTL1",6
"GO:0098644","complex of collagen trimers","5/439","21/19880",0.238095238095238,10.7820804859529,6.73957356457947,7.79729717726377e-05,0.00250931200068307,0.00216384323579569,"COL4A1/COL7A1/COL5A2/COL1A2/LUM",5
"GO:0009897","external side of plasma membrane","22/439","401/19880",0.0548628428927681,2.48444946858367,4.5125757262155,9.25876967238434e-05,0.00273133705335338,0.00235530105701005,"CXCL9/CSF2RB/SELE/HEG1/CD19/SLC7A5/IL13RA2/CDH5/PLAUR/SELL/BTN3A3/FCGR3B/FCRL5/PECAM1/THY1/CXCR2/MCAM/FCGR3A/ACKR4/F3/SELP/CTSK",22
"GO:0005581","collagen trimer","9/439","86/19880",0.104651162790698,4.73910049266303,5.22179486680449,0.000117661144966172,0.0032040034860019,0.00276289328260646,"COL18A1/COL4A1/COL7A1/CTHRC1/COL15A1/COL5A2/COL1A2/LUM/COL6A3",9
