"ID","Description","GeneRatio","BgRatio","RichFactor","FoldEnrichment","zScore","pvalue","p.adjust","qvalue","geneID","Count"
"R-HSA-380108","Chemokine receptors bind chemokines","4/7","59/11214",0.0677966101694915,108.610169491525,20.7114153927288,2.39043870100781e-08,8.12749158342657e-07,3.77437689632813e-07,"CXCL11/CXCL5/CXCL8/CXCL1",4
"R-HSA-6785807","Interleukin-4 and Interleukin-13 signaling","4/7","108/11214",0.037037037037037,59.3333333333333,15.2235200048183,2.78520552712573e-07,4.73484939611373e-06,2.19884646878347e-06,"MMP1/IL1B/CXCL8/LCN2",4
"R-HSA-449147","Signaling by Interleukins","5/7","460/11214",0.0108695652173913,17.4130434782609,8.98355569929459,2.22969144503145e-06,2.02894225948896e-05,9.42233247440693e-06,"MMP1/IL1B/CXCL8/LCN2/CXCL1",5
"R-HSA-6783783","Interleukin-10 signaling","3/7","47/11214",0.0638297872340425,102.255319148936,17.3845623870793,2.38699089351642e-06,2.02894225948896e-05,9.42233247440693e-06,"IL1B/CXCL8/CXCL1",3
"R-HSA-375276","Peptide ligand-binding receptors","4/7","201/11214",0.0199004975124378,31.8805970149254,11.0406881246045,3.36174809592635e-06,2.28598870522992e-05,1.06160466187148e-05,"CXCL11/CXCL5/CXCL8/CXCL1",4
"R-HSA-418594","G alpha (i) signalling events","4/7","318/11214",0.0125786163522013,20.1509433962264,8.65835584099542,2.07606419491237e-05,0.000117643637711701,5.46332682871676e-05,"CXCL11/CXCL5/CXCL8/CXCL1",4
"R-HSA-373076","Class A/1 (Rhodopsin-like receptors)","4/7","334/11214",0.0119760479041916,19.185628742515,8.43242236815495,2.51996096748507e-05,0.000122398104134989,5.68412248304904e-05,"CXCL11/CXCL5/CXCL8/CXCL1",4
"R-HSA-500792","GPCR ligand binding","4/7","468/11214",0.00854700854700855,13.6923076923077,7.00979545426216,9.48084714312792e-05,0.000402936003582936,0.000187121983088051,"CXCL11/CXCL5/CXCL8/CXCL1",4
"R-HSA-210991","Basigin interactions","1/7","25/11214",0.04,64.08,7.89098644183956,0.0155056303393143,0.045383150969483,0.0210757667040943,"MMP1",1
"R-HSA-9660826","Purinergic signaling in leishmaniasis infection","1/7","26/11214",0.0384615384615385,61.6153846153846,7.73318776996958,0.0161215442357862,0.045383150969483,0.0210757667040943,"IL1B",1
"R-HSA-9664424","Cell recruitment (pro-inflammatory response)","1/7","26/11214",0.0384615384615385,61.6153846153846,7.73318776996958,0.0161215442357862,0.045383150969483,0.0210757667040943,"IL1B",1
"R-HSA-380994","ATF4 activates genes in response to endoplasmic reticulum  stress","1/7","27/11214",0.037037037037037,59.3333333333333,7.5841532864256,0.016737127824484,0.045383150969483,0.0210757667040943,"CXCL8",1
"R-HSA-5620971","Pyroptosis","1/7","28/11214",0.0357142857142857,57.2142857142857,7.44309479132674,0.0173523812530376,0.045383150969483,0.0210757667040943,"IL1B",1
"R-HSA-381042","PERK regulates gene expression","1/7","32/11214",0.03125,50.0625,6.94592619608166,0.0198100963165667,0.0462937226225451,0.0214986327968476,"CXCL8",1
"R-HSA-1592389","Activation of Matrix Metalloproteinases","1/7","33/11214",0.0303030303030303,48.5454545454545,6.83582435400412,0.0204237011570052,0.0462937226225451,0.0214986327968476,"MMP1",1
