"ID","Description","GeneRatio","BgRatio","RichFactor","FoldEnrichment","zScore","pvalue","p.adjust","qvalue","geneID","Count"
"R-HSA-9748784","Drug ADME","24/155","110/11214",0.218181818181818,15.7851026392962,18.448021280748,1.47672615027395e-22,6.46806053819992e-20,5.86027114371875e-20,"SLC16A1/UGT2B11/UGT2A3/UGT2B15/UGT2B28/UGT1A9/UGT1A6/UGT1A1/UGT1A4/UGT1A3/UGT1A8/UGT1A5/UGT1A7/UGT1A10/ADH1A/GSTA1/HSD11B2/PCK1/UGT2B17/BSG/VAV3/ABCG2/ABCB1/CES2",24
"R-HSA-156588","Glucuronidation","14/155","27/11214",0.518518518518518,37.5139784946237,22.4881147982837,8.79745904158241e-20,1.92664353010655e-17,1.74560108351398e-17,"UGT2B11/UGT2A3/UGT2B15/UGT2B28/UGT1A9/UGT1A6/UGT1A1/UGT1A4/UGT1A3/UGT1A8/UGT1A5/UGT1A7/UGT1A10/UGT2B17",14
"R-HSA-9749641","Aspirin ADME","16/155","44/11214",0.363636363636364,26.308504398827,19.9129252825777,2.41329740598195e-19,3.52341421273365e-17,3.19232674405332e-17,"SLC16A1/UGT2B11/UGT2A3/UGT2B15/UGT2B28/UGT1A9/UGT1A6/UGT1A1/UGT1A4/UGT1A3/UGT1A8/UGT1A5/UGT1A7/UGT2B17/BSG/CES2",16
"R-HSA-211859","Biological oxidations","26/155","223/11214",0.116591928251121,8.43523795747143,13.2769258863208,3.40572040251428e-17,3.72926384075314e-15,3.37883313617864e-15,"UGT2B11/UGT2A3/UGT2B15/UGT2B28/UGT1A9/UGT1A6/UGT1A1/UGT1A4/UGT1A3/UGT1A8/UGT1A5/UGT1A7/UGT1A10/ADH1C/ADH6/CYP2B6/ADH1A/SLC26A2/GSTA1/CYP2S1/NR1H4/MAOA/UGT2B17/CYP4F2/CYP4F12/CES2",26
"R-HSA-156580","Phase II - Conjugation of compounds","16/155","111/11214",0.144144144144144,10.4285963382738,11.8183594175975,2.14527173598271e-12,1.87925804072086e-10,1.70266830413786e-10,"UGT2B11/UGT2A3/UGT2B15/UGT2B28/UGT1A9/UGT1A6/UGT1A1/UGT1A4/UGT1A3/UGT1A8/UGT1A5/UGT1A7/UGT1A10/SLC26A2/GSTA1/UGT2B17",16
"R-HSA-5661231","Metallothioneins bind metals","6/155","11/11214",0.545454545454545,39.4627565982405,15.1090936236298,2.76208892480531e-09,2.01632491510788e-07,1.82685530640632e-07,"MT1E/MT1M/MT1H/MT1X/MT1F/MT1G",6
"R-HSA-5660526","Response to metal ions","6/155","14/11214",0.428571428571429,31.0064516129032,13.2995969282689,1.73473954031617e-08,1.08545131236926e-06,9.83453844660446e-07,"MT1E/MT1M/MT1H/MT1X/MT1F/MT1G",6
"R-HSA-211945","Phase I - Functionalization of compounds","10/155","106/11214",0.0943396226415094,6.82531953743153,7.13384355464357,1.94537902533971e-06,0.000106509501637349,9.65010384938252e-05,"ADH1C/ADH6/CYP2B6/ADH1A/CYP2S1/NR1H4/MAOA/CYP4F2/CYP4F12/CES2",10
"R-HSA-9753281","Paracetamol ADME","6/155","29/11214",0.206896551724138,14.9686318131257,8.91669078166672,2.31164582536869e-06,0.000112500096834609,0.000101928710662455,"UGT2B15/UGT1A9/UGT1A6/UGT1A1/UGT1A10/ABCG2",6
"R-HSA-9757110","Prednisone ADME","4/155","10/11214",0.4,28.9393548387097,10.4640222501658,6.91180700995832e-06,0.000302737147036174,0.000274289604500451,"UGT1A3/HSD11B2/UGT2B17/ABCB1",4
"R-HSA-425407","SLC-mediated transmembrane transport","14/155","249/11214",0.0562248995983936,4.06778080062184,5.7954679948479,8.78825109358948e-06,0.000349932179908381,0.000317049824141936,"SLC16A1/SLC26A2/SLC38A4/SLC3A1/SLC9A2/SLC22A4/SLC1A1/SRI/SLC22A5/SLC30A10/BSG/SLC4A4/SLC39A5/AHCYL2",14
"R-HSA-75072","mRNA Editing","4/155","11/11214",0.363636363636364,26.308504398827,9.94178775146386,1.07446362726193e-05,0.000392179223950605,0.000355327006559428,"APOBEC3B/APOBEC3A/APOBEC3A_B/A1CF",4
"R-HSA-1475029","Reversible hydration of carbon dioxide","4/155","12/11214",0.333333333333333,24.1161290322581,9.48476947613861,1.59437427521362e-05,0.000537181486571972,0.000486703726117841,"CA1/CA12/CA7/CA2",4
"R-HSA-189483","Heme degradation","4/155","15/11214",0.266666666666667,19.2929032258065,8.39281161766832,4.25648081604106e-05,0.00133167042673285,0.00120653629146427,"UGT1A1/UGT1A4/GSTA1/ABCG2",4
"R-HSA-2672351","Stimuli-sensing channels","8/155","109/11214",0.073394495412844,5.30997336490086,5.35300174481396,0.000129761923577339,0.00355223265792967,0.00321843718346428,"TRPM6/SGK2/BEST2/SRI/BEST4/SCNN1B/MCOLN2/CLCN2",8
"R-HSA-425393","Transport of inorganic cations/anions and amino acids/oligopeptides","8/155","109/11214",0.073394495412844,5.30997336490086,5.35300174481396,0.000129761923577339,0.00355223265792967,0.00321843718346428,"SLC26A2/SLC38A4/SLC3A1/SLC9A2/SLC1A1/SRI/SLC4A4/AHCYL2",8
"R-HSA-5619102","SLC transporter disorders","7/155","98/11214",0.0714285714285714,5.16774193548387,4.90578396945628,0.000406683678179613,0.0104780853554512,0.00949348276617425,"SLC16A1/SLC26A2/SLC3A1/SLC1A1/SLC22A5/BSG/SLC4A4",7
"R-HSA-189445","Metabolism of porphyrins","4/155","27/11214",0.148148148148148,10.7182795698925,5.98526360642228,0.000480945044199853,0.0117029960755298,0.0106032913253418,"UGT1A1/UGT1A4/GSTA1/ABCG2",4
