"ID","Description","GeneRatio","BgRatio","RichFactor","FoldEnrichment","zScore","pvalue","p.adjust","qvalue","geneID","Count"
"GO:0005125","cytokine activity","27/224","234/18639",0.115384615384615,9.60113324175824,14.6027111445708,6.06460550570915e-19,2.71087866105199e-16,2.36838804486115e-16,"OSM/CCL4/CCL18/CCL3/CCL3L1/CCL3L3/CXCL6/TNFSF9/CXCL9/CXCL10/CXCL11/CXCL5/CXCL3/GDF15/PPBP/IL1B/IFNG/CXCL8/IL24/IL1RN/TIMP1/SPP1/TNFRSF11B/INHBA/WNT2/IL6/IL1A",27
"GO:0008009","chemokine activity","13/224","45/18639",0.288888888888889,24.0383928571429,17.0651387835501,3.99793501174193e-15,8.9353847512432e-13,7.8064941545066e-13,"CCL4/CCL18/CCL3/CCL3L1/CCL3L3/CXCL6/CXCL9/CXCL10/CXCL11/CXCL5/CXCL3/PPBP/CXCL8",13
"GO:0042379","chemokine receptor binding","15/224","72/18639",0.208333333333333,17.3353794642857,15.3166013221003,6.20283396533663e-15,9.24222260835158e-13,8.07456631978908e-13,"TFF2/CCL4/CCL18/CCL3/CCL3L1/CCL3L3/CXCL6/CXCL9/CXCL10/CXCL11/CXCL5/CXCL3/PPBP/CCL20/CXCL8",15
"GO:0005126","cytokine receptor binding","23/224","275/18639",0.0836363636363636,6.95936688311688,10.9804624049626,2.96735104128433e-13,3.31601478863524e-11,2.89707167451707e-11,"TFF2/OSM/CCL4/CCL18/CCL3/CCL3L1/CCL3L3/CXCL6/TNFSF9/CXCL9/CXCL10/CXCL11/CXCL5/CXCL3/PPBP/IL1B/IFNG/CCL20/CXCL8/IL1RN/BAMBI/IL6/IL1A",23
"GO:0045236","CXCR chemokine receptor binding","8/224","17/18639",0.470588235294118,39.1575630252101,17.3592009679766,8.50475791266542e-12,7.60325357392288e-10,6.6426635486292e-10,"TFF2/CXCL6/CXCL9/CXCL10/CXCL11/CXCL5/PPBP/CXCL8",8
"GO:0005539","glycosaminoglycan binding","20/224","242/18639",0.0826446280991736,6.87684474616293,10.1488351404668,1.40230823761822e-11,1.04471963702557e-09,9.12730449397122e-10,"SAA1/CCN4/CXCL6/CXCL10/CXCL11/ANOS1/TNFAIP6/CXCL8/DMBT1/LIPG/COMP/SULF1/CEMIP/REG4/BGN/TNFRSF11B/COL11A1/THBS2/REG1B/REG1A",20
"GO:0001664","G protein-coupled receptor binding","21/224","297/18639",0.0707070707070707,5.88352272727273,9.35676871647274,8.07876217936217e-11,5.15886670596413e-09,4.50709890006521e-09,"SAA1/TFF2/CCL4/CCL18/CCL3/CCL3L1/CCL3L3/GNA15/CXCL6/CXCL9/CXCL10/CXCL11/CXCL5/CXCL3/PROK2/PPBP/CCL20/CXCL8/CTHRC1/WNT2/BAMBI",21
"GO:0004252","serine-type endopeptidase activity","16/224","176/18639",0.0909090909090909,7.56452922077922,9.65042825089827,4.06616950663046e-10,2.27197221182977e-08,1.98493274599987e-08,"MMP9/TMPRSS3/MMP10/MMP1/MMP3/MMP12/GZMB/KLK10/KLK7/MMP7/PLAU/KLK11/PCSK9/CFI/KLK6/FAP",16
"GO:0008236","serine-type peptidase activity","16/224","194/18639",0.0824742268041237,6.86266568483063,9.05304055627745,1.70679195527602e-09,8.47706671120423e-08,7.40607971236729e-08,"MMP9/TMPRSS3/MMP10/MMP1/MMP3/MMP12/GZMB/KLK10/KLK7/MMP7/PLAU/KLK11/PCSK9/CFI/KLK6/FAP",16
"GO:0017171","serine hydrolase activity","16/224","198/18639",0.0808080808080808,6.72402597402597,8.9305819134431,2.29793727057872e-09,1.02717795994869e-07,8.97404976194427e-08,"MMP9/TMPRSS3/MMP10/MMP1/MMP3/MMP12/GZMB/KLK10/KLK7/MMP7/PLAU/KLK11/PCSK9/CFI/KLK6/FAP",16
"GO:0004175","endopeptidase activity","19/224","405/18639",0.0469135802469136,3.90367063492064,6.51585918558136,4.78984682557008e-07,1.94641957366348e-05,1.70051021271435e-05,"ADAM12/MMP9/BACE2/TMPRSS3/MMP10/MMP1/MMP3/MMP12/GZMB/KLK10/KLK7/MMP7/PLAU/MME/KLK11/PCSK9/CFI/KLK6/FAP",19
"GO:0008201","heparin binding","12/224","172/18639",0.0697674418604651,5.80533637873754,6.98276850295583,1.18022718714229e-06,4.39634627210504e-05,3.84091479324378e-05,"SAA1/CCN4/CXCL6/CXCL10/CXCL11/ANOS1/CXCL8/LIPG/COMP/REG4/COL11A1/THBS2",12
"GO:0048306","calcium-dependent protein binding","8/224","80/18639",0.1,8.32098214285714,7.23727135509152,5.29255901820382e-06,0.000178347057378689,0.000155814808165533,"S100P/DMBT1/ANXA3/S100A2/S100A11/LRP8/S100A8/S100A9",8
"GO:0005201","extracellular matrix structural constituent","11/224","168/18639",0.0654761904761905,5.44826211734694,6.3875984737458,6.11413107695606e-06,0.000178347057378689,0.000155814808165533,"COL10A1/TGFBI/COL4A1/ANOS1/CTHRC1/COMP/BGN/COL11A1/THBS2/CHI3L1/MFAP2",11
"GO:0019864","IgG binding","4/224","11/18639",0.363636363636364,30.2581168831169,10.7052644427411,6.27254307358729e-06,0.000178347057378689,0.000155814808165533,"FCGR1BP/FCGR3B/FCGR3A/FCGR1A",4
"GO:1901681","sulfur compound binding","14/224","275/18639",0.0509090909090909,4.23613636363636,5.96275986613805,6.38378728872264e-06,0.000178347057378689,0.000155814808165533,"SAA1/CCN4/CXCL6/CXCL10/CXCL11/ANOS1/CXCL8/DMBT1/LIPG/COMP/REG4/TNFRSF11B/COL11A1/THBS2",14
"GO:0004222","metalloendopeptidase activity","9/224","110/18639",0.0818181818181818,6.8080762987013,6.73814676329914,7.22598024049968e-06,0.000190000774559021,0.000165996202428816,"ADAM12/MMP9/MMP10/MMP1/MMP3/MMP12/KLK7/MMP7/MME",9
"GO:0008237","metallopeptidase activity","11/224","184/18639",0.0597826086956522,4.97450019409938,5.9754719288137,1.44883080071426e-05,0.000359792982177375,0.000314336974891807,"ADAM12/MMP9/MMP10/MMP1/MMP3/MMP12/KLK7/MMP7/MATCAP2/MME/DPEP1",11
